subject_id,best_rigid_angle_deg,affine_accepted,affine_final_note,dice_rigid,dice_affine_candidate,dice_affine_final,iou_rigid,iou_affine_candidate,iou_affine_final,contour_mean_distance_rigid_px,contour_mean_distance_affine_px,contour_p95_distance_rigid_px,contour_p95_distance_affine_px,affine_matrix_determinant,affine_scale_min_svd,affine_scale_max_svd,affine_axis_cosine,target_px_per_cm,overlay_rgb_path,overlay_contours_path
SB012,-91.75,False,affine_rejected_no_improvement,0.9260444903563353,0.9063666818313413,0.9260444903563353,0.8622745374839542,0.8287665223560449,0.8622745374839542,19.09511947631836,19.09511947631836,43.1968994140625,43.1968994140625,1.4931135177612305,1.1259404420852661,1.3261034488677979,-0.08158889412879944,201.66772352568165,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB012\SB012_overlay_rgb_affine.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB012\SB012_overlay_contours_affine.png
SB013,61.0,True,affine_accepted,0.9217635442833922,0.9414837224937295,0.9414837224937295,0.8548807076558899,0.889437170216924,0.889437170216924,15.588562965393066,11.734750747680664,40.0,21.430078506469727,1.0735406875610352,0.8954795002937317,1.1988445520401,0.2811232805252075,201.5472415979708,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB013\SB013_overlay_rgb_affine.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB013\SB013_overlay_contours_affine.png
SB017,-120.0,False,affine_rejected_scale_out_of_range,0.608630797966172,0.8408226452807634,0.608630797966172,0.43743299555323534,0.7253615176811476,0.43743299555323534,75.26986694335938,75.26986694335938,115.05427551269531,115.05427551269531,13.092453956604004,3.2504444122314453,4.027896404266357,-0.13132216036319733,193.93997040794756,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB017\SB017_overlay_rgb_affine.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB017\SB017_overlay_contours_affine.png
SB018,118.5,False,affine_rejected_scale_out_of_range,0.8385216845033766,0.8405679960321105,0.8385216845033766,0.7219434692113409,0.7249825717726092,0.7219434692113409,32.47267150878906,32.47267150878906,93.72411346435547,93.72411346435547,13.684890747070312,3.048758029937744,4.488677501678467,0.2822698950767517,195.71549355316,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB018\SB018_overlay_rgb_affine.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB018\SB018_overlay_contours_affine.png
SB019,80.0,False,affine_rejected_scale_out_of_range,0.8520236687494607,0.8738228911787577,0.8520236687494607,0.7421961982624808,0.7759195994432695,0.7421961982624808,32.28019714355469,32.28019714355469,77.97552490234375,77.97552490234375,1.5492589473724365,1.1246352195739746,1.3775657415390015,0.03988189250230789,196.12132741492283,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB019\SB019_overlay_rgb_affine.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB019\SB019_overlay_contours_affine.png
SB020,135.0,True,affine_accepted,0.8700521581541317,0.8899381721611817,0.8899381721611817,0.7699932031666398,0.8017014456697462,0.8017014456697462,26.580156326293945,23.65359878540039,65.71318817138672,60.34651565551758,1.1980321407318115,1.0017868280410767,1.1958953142166138,0.16805870831012726,194.12597759458887,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB020\SB020_overlay_rgb_affine.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_afin_mascaras\SB020\SB020_overlay_contours_affine.png
