angle_deg,dice,iou
-180.0,0.8316924623004589,0.7118780248033878
-178.0,0.8286570296428226,0.7074418429216683
-176.0,0.8255787618831926,0.7029664783710944
-174.0,0.8227753681244302,0.698911104853093
-172.0,0.8201090516157381,0.69507190705954
-170.0,0.8177862553215016,0.6917414545403527
-168.0,0.8154533738225224,0.6884096884003493
-166.0,0.8137584031927289,0.6859971909456994
-164.0,0.8123400578284423,0.6839837136740776
-162.0,0.8116661770656084,0.683028759596638
-160.0,0.8116159136241196,0.6829575748521166
-158.0,0.811961966965466,0.683447789033757
-156.0,0.8122923818922262,0.6839161166502832
-154.0,0.8125914673166063,0.6843402628076556
-152.0,0.8129070703189176,0.6847880650231053
-150.0,0.8133588934832763,0.6854295616564446
-148.0,0.8138190212270069,0.6860833513523678
-146.0,0.814459901161299,0.6869948152399951
-144.0,0.8153142347066864,0.6882113878567829
-142.0,0.8163428140997921,0.6896784168795784
-140.0,0.8177948371763472,0.691753735217223
-138.0,0.8195023987504184,0.694200816573416
-136.0,0.8212419485263364,0.6967010299523582
-134.0,0.8230434552361734,0.6992980827523492
-132.0,0.8248466377307399,0.7019055250269068
-130.0,0.8265399042598518,0.7043613219233672
-128.0,0.8280689839453116,0.7065850912735546
-126.0,0.8295133682550192,0.7086910228255806
-124.0,0.8308677774410671,0.7106704968087434
-122.0,0.8324327027530124,0.7129633595560695
-120.0,0.8337219631356874,0.7148569524444233
-118.0,0.8352276194121334,0.717073681804328
-116.0,0.8369979104427977,0.7196873659629224
-114.0,0.8389153026724226,0.7225272235551125
-112.0,0.8406359289919872,0.7250836471593377
-110.0,0.8423750746565797,0.7276753084827379
-108.0,0.8445262494610818,0.7308917654487529
-106.0,0.8470941845013965,0.7347470826444301
-104.0,0.8490396697181835,0.7376793512164691
-102.0,0.8505429155933972,0.7399518669568099
-100.0,0.8520383097347576,0.7422184180535586
-98.0,0.8529318410775154,0.7435755534167469
-96.0,0.8535965355347813,0.7445864933188877
-94.0,0.8546296602965368,0.7461601114254457
-92.0,0.85599624630841,0.7482460119087829
-90.0,0.857280859367453,0.750211341426301
-88.0,0.8589487397462932,0.7527696341664006
-86.0,0.8610431835369321,0.7559928270246692
-84.0,0.8637731245065944,0.7602118407307533
-82.0,0.8666539683591302,0.7646861101232956
-80.0,0.8676908636658522,0.766302095269674
-78.0,0.8687192172626278,0.7679076941098377
-76.0,0.8696233255923765,0.769321718398077
-74.0,0.869902376382541,0.7697586104092236
-72.0,0.8689721469474347,0.7683030480656506
-70.0,0.8669254679836983,0.7651089522248883
-68.0,0.8641496918272021,0.7607954020079716
-66.0,0.8617053629190559,0.757014339563984
-64.0,0.8599144427023275,0.7542543076684259
-62.0,0.8584246541242332,0.7519649554674704
-60.0,0.8573293939293342,0.7502856810830703
-58.0,0.85638075632182,0.7488338107773305
-56.0,0.8552659250650285,0.7471306601173843
-54.0,0.8541321342096161,0.7454019435482313
-52.0,0.8528448917582402,0.7434433980470107
-50.0,0.8515462434143534,0.7414719474173698
-48.0,0.8503750100288554,0.7396977426962507
-46.0,0.849570006389741,0.7384804039432555
-44.0,0.849200138264777,0.7379216547561263
-42.0,0.8491514787959541,0.7378481730224157
-40.0,0.8487459277537227,0.7372359831029186
-38.0,0.8479208959964646,0.7359919063282157
-36.0,0.8472973868480926,0.7350528897746436
-34.0,0.8467960114400557,0.7342985454789195
-32.0,0.8466564170790883,0.7340886355260072
-30.0,0.8470164804985827,0.734630171353062
-28.0,0.8476765624827495,0.7356238143598981
-26.0,0.8483062027699119,0.7365726938967226
-24.0,0.8488506889242183,0.7373940815122786
-22.0,0.8499011890435761,0.7389810170630444
-20.0,0.8513055478884902,0.7411070422805955
-18.0,0.8530950100604733,0.7438236101017005
-16.0,0.8549017443144182,0.7465750122923556
-14.0,0.8552833500778343,0.7471572551478034
-12.0,0.8542360718179435,0.7455602771273572
-10.0,0.8523333222932468,0.7426662626437528
-8.0,0.8504665932482673,0.7398363442533207
-6.0,0.849088012897847,0.7377523411114523
-4.0,0.8483758998616553,0.7366777924843183
-2.0,0.8486134246022867,0.7370360595954991
0.0,0.8496491029252018,0.7385999394495677
2.0,0.848803798641051,0.7373233143395247
4.0,0.8470375350698076,0.7346618479215562
6.0,0.8452199043316503,0.7319314798567463
8.0,0.8434413105744567,0.729268059015137
10.0,0.8414352525664164,0.7262738266724733
12.0,0.8389285763826275,0.7225469159932523
14.0,0.8360622060840259,0.7183048874726911
16.0,0.8331374820469654,0.7139979811062014
18.0,0.8305893667705325,0.7102632241993221
20.0,0.8283542444866593,0.7070005934718101
22.0,0.8265557163531114,0.7043842880927422
24.0,0.8252789553727111,0.7025318556666809
26.0,0.8242597579264859,0.7010560057660665
28.0,0.8232921195348941,0.6996571818737879
30.0,0.8225789792505869,0.6986277336266904
32.0,0.8221019967544709,0.6979398848536009
34.0,0.8219834138054364,0.6977689647484097
36.0,0.8220881872861838,0.6979199787394587
38.0,0.8223333510369175,0.6982734475506881
40.0,0.8223449571235312,0.698290184462609
42.0,0.8220583878775006,0.6978770249878999
44.0,0.8217202408393054,0.697389762024452
46.0,0.8213253506613908,0.6968210872459689
48.0,0.8209761284758563,0.6963184955827628
50.0,0.8207756858436078,0.6960301581220231
52.0,0.8206347259999108,0.695827445568699
54.0,0.8206152149576434,0.6957993908054119
