subject_id,final_method,final_note,visual_review_flag,dice_rigid,dice_affine_final,dice_nonrigid_final,dice_nonrigid_candidate,dice_final,iou_final,contour_mean_final_px,contour_p95_final_px,affine_accepted,affine_note,nonrigid_accepted,nonrigid_decision,nonrigid_flow_p95_px,nonrigid_flow_max_px,target_px_per_cm,overlay_rgb_path,overlay_contours_path
SB012,nonrigid_final,nonrigid_accepted,ok,0.9260444903563353,0.9260444903563353,0.9702977049368624,0.9702977049368624,0.9702977049368624,0.9423089659884339,7.603762626647949,30.79999351501465,False,affine_rejected_no_improvement,True,nonrigid_accepted,34.265865325927734,35.94123458862305,201.66772352568165,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB012\SB012_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB012\SB012_overlay_contours_nonrigid.png
SB013,nonrigid_final,nonrigid_accepted,ok,0.9217635442833922,0.9414837224937295,0.9839331152308252,0.9839331152308252,0.9839331152308252,0.9683743560389239,3.09505295753479,8.787599563598633,True,affine_accepted,True,nonrigid_accepted,21.978954315185547,22.23612403869629,201.5472415979708,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB013\SB013_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB013\SB013_overlay_contours_nonrigid.png
SB017,rigid,fallback_to_rigid,review_rejected_nonrigid,0.608630797966172,0.608630797966172,0.608630797966172,0.9625985413171562,0.608630797966172,0.43743299555323534,75.26986694335938,115.05427551269531,False,affine_rejected_scale_out_of_range,False,rejected_p95_displacement_too_large,110.21846771240234,111.38296508789062,193.93997040794756,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB017\SB017_overlay_rgb_rigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB017\SB017_overlay_contours_rigid.png
SB018,nonrigid_final,nonrigid_accepted,review_high_nonrigid_displacement,0.8385216845033766,0.8385216845033766,0.976882042029085,0.976882042029085,0.976882042029085,0.9548088120420378,4.912856578826904,18.996896743774414,False,affine_rejected_scale_out_of_range,True,nonrigid_accepted,86.82505798339844,113.6545639038086,195.71549355316,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB018\SB018_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB018\SB018_overlay_contours_nonrigid.png
SB019,nonrigid_final,nonrigid_accepted,review_moderate_nonrigid_displacement,0.8520236687494607,0.8520236687494607,0.9709685703398114,0.9709685703398114,0.9709685703398114,0.9435752323526689,6.87307596206665,25.0,False,affine_rejected_scale_out_of_range,True,nonrigid_accepted,66.43722534179688,68.74697875976562,196.12132741492283,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB019\SB019_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB019\SB019_overlay_contours_nonrigid.png
SB020,nonrigid_final,nonrigid_accepted,ok,0.8700521581541317,0.8899381721611817,0.9650062303447458,0.9650062303447458,0.9650062303447458,0.9323787820154505,7.745537757873535,22.968996047973633,True,affine_accepted,True,nonrigid_accepted,57.060672760009766,60.36729431152344,194.12597759458887,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB020\SB020_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB020\SB020_overlay_contours_nonrigid.png
