subject_id,prealignment_affine_accepted,prealignment_note,nonrigid_accepted,nonrigid_decision,dice_pre,dice_nonrigid_candidate,dice_nonrigid_final,iou_pre,iou_nonrigid_candidate,iou_nonrigid_final,contour_mean_distance_pre_px,contour_mean_distance_candidate_px,contour_mean_distance_final_px,contour_p95_distance_pre_px,contour_p95_distance_candidate_px,contour_p95_distance_final_px,flow_mean_displacement_px,flow_p95_displacement_px,flow_max_displacement_px,selected_flow_sign,overlay_rgb_path,overlay_contours_path,overlay_rgb_candidate_path,overlay_contours_candidate_path,flow_magnitude_path
SB012,False,affine_rejected_no_improvement,True,nonrigid_accepted,0.9260444903563353,0.9702977049368624,0.9702977049368624,0.8622745374839542,0.9423089659884339,0.9423089659884339,19.09511947631836,7.603762626647949,7.603762626647949,43.1968994140625,30.79999351501465,30.79999351501465,14.036833763122559,34.265865325927734,35.94123458862305,1.0,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB012\SB012_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB012\SB012_overlay_contours_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB012\SB012_overlay_rgb_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB012\SB012_overlay_contours_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB012\SB012_flow_magnitude.png
SB013,True,affine_accepted,True,nonrigid_accepted,0.9414837224937295,0.9839331152308252,0.9839331152308252,0.889437170216924,0.9683743560389239,0.9683743560389239,11.734750747680664,3.09505295753479,3.09505295753479,21.430078506469727,8.787599563598633,8.787599563598633,12.445469856262207,21.978954315185547,22.23612403869629,1.0,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB013\SB013_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB013\SB013_overlay_contours_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB013\SB013_overlay_rgb_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB013\SB013_overlay_contours_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB013\SB013_flow_magnitude.png
SB017,False,affine_rejected_scale_out_of_range,False,rejected_p95_displacement_too_large,0.608630797966172,0.9625985413171562,0.608630797966172,0.43743299555323534,0.9278939539369238,0.43743299555323534,75.26986694335938,7.63839864730835,75.26986694335938,115.05427551269531,28.55139923095703,115.05427551269531,83.14698791503906,110.21846771240234,111.38296508789062,1.0,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB017\SB017_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB017\SB017_overlay_contours_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB017\SB017_overlay_rgb_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB017\SB017_overlay_contours_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB017\SB017_flow_magnitude.png
SB018,False,affine_rejected_scale_out_of_range,True,nonrigid_accepted,0.8385216845033766,0.976882042029085,0.976882042029085,0.7219434692113409,0.9548088120420378,0.9548088120420378,32.47267150878906,4.912856578826904,4.912856578826904,93.72411346435547,18.996896743774414,18.996896743774414,35.82976150512695,86.82505798339844,113.6545639038086,1.0,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB018\SB018_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB018\SB018_overlay_contours_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB018\SB018_overlay_rgb_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB018\SB018_overlay_contours_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB018\SB018_flow_magnitude.png
SB019,False,affine_rejected_scale_out_of_range,True,nonrigid_accepted,0.8520236687494607,0.9709685703398114,0.9709685703398114,0.7421961982624808,0.9435752323526689,0.9435752323526689,32.28019714355469,6.87307596206665,6.87307596206665,77.97552490234375,25.0,25.0,34.91386413574219,66.43722534179688,68.74697875976562,1.0,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB019\SB019_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB019\SB019_overlay_contours_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB019\SB019_overlay_rgb_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB019\SB019_overlay_contours_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB019\SB019_flow_magnitude.png
SB020,True,affine_accepted,True,nonrigid_accepted,0.8899381721611817,0.9650062303447458,0.9650062303447458,0.8017014456697462,0.9323787820154505,0.9323787820154505,23.65359878540039,7.745537757873535,7.745537757873535,60.34651565551758,22.968996047973633,22.968996047973633,28.9764347076416,57.060672760009766,60.36729431152344,1.0,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB020\SB020_overlay_rgb_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB020\SB020_overlay_contours_nonrigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB020\SB020_overlay_rgb_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB020\SB020_overlay_contours_nonrigid_candidate.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_no_rigido_mascaras\SB020\SB020_flow_magnitude.png
