angle_deg,dice,iou
-180.0,0.6085225061616293,0.43732112725950645
-178.0,0.6085179936372864,0.4373164660806011
-176.0,0.6085360435590521,0.43733511079622256
-174.0,0.6084864051473641,0.4372838378282635
-172.0,0.6085360435590521,0.43733511079622256
-170.0,0.6084999432472312,0.43729782136497963
-168.0,0.6084864051473641,0.4372838378282635
-166.0,0.6085721419977884,0.43737240022746554
-164.0,0.6084818923888685,0.43727917664935817
-162.0,0.6085134810836754,0.43731180490169574
-160.0,0.6084714596582488,0.4372684009117139
-158.0,0.6081948340440712,0.4369827393379064
-156.0,0.607777449870765,0.43655193619320937
-154.0,0.6074113472877167,0.4361742759462304
-152.0,0.6074867281318204,0.4362520202890585
-150.0,0.6078234248725499,0.43659937663935
-148.0,0.6082726323368208,0.43706306742976453
-146.0,0.6085089685007962,0.4373071437227904
-144.0,0.6086127505026266,0.4374143508376139
-142.0,0.6085405559663255,0.43733977197512797
-140.0,0.6084818923888685,0.43727917664935817
-138.0,0.6085495806930725,0.43734909433293867
-136.0,0.6084999432472312,0.43729782136497963
-134.0,0.6085225061616293,0.43732112725950645
-132.0,0.6084593281573297,0.4372558707548313
-130.0,0.6084864051473641,0.4372838378282635
-128.0,0.6085992145977165,0.43740036730089776
-126.0,0.6085360435590521,0.43733511079622256
-124.0,0.6084593281573297,0.4372558707548313
-122.0,0.6085044558886482,0.437302482543885
-120.0,0.608630797966172,0.43743299555323534
-118.0,0.6084818923888685,0.43727917664935817
-116.0,0.6085450683443322,0.4373444331540333
-114.0,0.608630797966172,0.43743299555323534
-112.0,0.6084864051473641,0.4372838378282635
-110.0,0.6085540930125467,0.4373537555118441
-108.0,0.6084457892671473,0.4372418872181152
-106.0,0.6085225061616293,0.43732112725950645
-104.0,0.6085270186567043,0.43732578843841186
-102.0,0.6085631175636981,0.4373630778696548
-100.0,0.6085586053027552,0.43735841669074943
-98.0,0.6085134810836754,0.43731180490169574
-96.0,0.6085450683443322,0.4373444331540333
-94.0,0.6085089685007962,0.4373071437227904
-92.0,0.6085225061616293,0.43732112725950645
-90.0,0.6085225061616293,0.43732112725950645
-88.0,0.6085179936372864,0.4373164660806011
-86.0,0.6085360435590521,0.43733511079622256
-84.0,0.6085134810836754,0.43731180490169574
-82.0,0.6085044558886482,0.437302482543885
-80.0,0.6085450683443322,0.4373444331540333
-78.0,0.6085992145977165,0.43740036730089776
-76.0,0.6085631175636981,0.4373630778696548
-74.0,0.6085179936372864,0.4373164660806011
-72.0,0.6085179936372864,0.4373164660806011
-70.0,0.6084141974988324,0.4372092589657776
-68.0,0.6084683539377587,0.43726519311264206
-66.0,0.6085360435590521,0.43733511079622256
-64.0,0.6083792251259997,0.43717314092345555
-62.0,0.6085856784294396,0.43738638376418165
-60.0,0.6084412762452083,0.43723722603920984
-58.0,0.6085315311225119,0.4373304496173172
-56.0,0.6085089685007962,0.4373071437227904
-54.0,0.6085134810836754,0.43731180490169574
-52.0,0.6085225061616293,0.43732112725950645
-50.0,0.6085134810836754,0.43731180490169574
-48.0,0.6084909178765895,0.4372884990071689
-46.0,0.6085591706094282,0.43735900065255895
-44.0,0.6086214947210045,0.4374233843715771
-42.0,0.6084457892671473,0.4372418872181152
-40.0,0.6085360435590521,0.43733511079622256
-38.0,0.6085270186567043,0.43732578843841186
-36.0,0.6085044558886482,0.437302482543885
-34.0,0.6085631175636981,0.4373630778696548
-32.0,0.6085495806930725,0.43734909433293867
-30.0,0.6084864051473641,0.4372838378282635
-28.0,0.6085540930125467,0.4373537555118441
-26.0,0.6085676297953757,0.4373677390485602
-24.0,0.6085586053027552,0.43735841669074943
-22.0,0.6085270186567043,0.43732578843841186
-20.0,0.6085405559663255,0.43733977197512797
-18.0,0.6085901905147953,0.437391044943087
-16.0,0.6085270186567043,0.43732578843841186
-14.0,0.6085360435590521,0.43733511079622256
-12.0,0.6085405559663255,0.43733977197512797
-10.0,0.6084999432472312,0.43729782136497963
-8.0,0.6084909178765895,0.4372884990071689
-6.0,0.6085360435590521,0.43733511079622256
