angle_deg,dice,iou
-180.0,0.8412056808719565,0.725931830167184
-178.0,0.844714064806846,0.7311731572890801
-176.0,0.847560093855103,0.7354484076226867
-174.0,0.8495293272505061,0.7384189335484996
-172.0,0.8498197034086086,0.7388578172718534
-170.0,0.8496894583836904,0.73866093341176
-168.0,0.849233700372643,0.7379723412543826
-166.0,0.84847578500694,0.7368284348341329
-164.0,0.8479963710676824,0.7361056421789308
-162.0,0.8475115652721261,0.7353753319635186
-160.0,0.846492676244336,0.7338424809374162
-158.0,0.8451193993827927,0.7317807563233223
-156.0,0.8437337334990269,0.7297053956717823
-154.0,0.8426648149929272,0.7281078341947907
-152.0,0.8419365286494149,0.7270210566848387
-150.0,0.8415852974252181,0.7264974240698481
-148.0,0.8410953756546654,0.7257675549701085
-146.0,0.8403872219572984,0.7247136612066136
-144.0,0.8393220466410108,0.7231308600391884
-142.0,0.8379753854540157,0.72113393723714
-140.0,0.8363507343974322,0.7187309433520316
-138.0,0.8347167825349425,0.7163209510137587
-136.0,0.8329496443437978,0.7137221117382307
-134.0,0.8313228676380786,0.7113366426174159
-132.0,0.8300824404824799,0.7095221656685025
-130.0,0.8292980652309657,0.7083767785816263
-128.0,0.8291012852191584,0.7080896705692791
-126.0,0.8293534170362777,0.708457555940245
-124.0,0.8299107927837106,0.7092713851776454
-122.0,0.8305462418197282,0.7102001562781751
-120.0,0.8315682257214775,0.7116960048736694
-118.0,0.8325191382634248,0.7130901803607215
-116.0,0.8333154087506254,0.7142593765280194
-114.0,0.8345533859673308,0.7160803214139648
-112.0,0.8364718190139924,0.7189098061253161
-110.0,0.8384604792389684,0.721852734455058
-108.0,0.8394515639107216,0.7233231615385544
-106.0,0.8401965792229663,0.7244301613285979
-104.0,0.8405037900874636,0.7248870525854196
-102.0,0.8397858867158801,0.7238197476660314
-100.0,0.8387915371213057,0.7223436307395653
-98.0,0.8374546930321732,0.7203630585516179
-96.0,0.8368597816960537,0.7194831444452465
-94.0,0.83687810930769,0.7195102387846607
-92.0,0.8372769955241669,0.7201001376089738
-90.0,0.8380381062113265,0.7212268411650173
-88.0,0.8390511042539842,0.7227287155605736
-86.0,0.8394370664763477,0.7233016342575102
-84.0,0.8400640928459976,0.7242331991490492
-82.0,0.8411622569690637,0.7258671561464736
-80.0,0.8425705209242008,0.7279670478040602
-78.0,0.8437629738819721,0.729749138647495
-76.0,0.8445397064551414,0.7309119241684733
-74.0,0.8446224245618782,0.7310358470836648
-72.0,0.843815232475423,0.7298273218752521
-70.0,0.8421072274121503,0.727275657425575
-68.0,0.8399815228701142,0.7241104684370148
-66.0,0.8371708760612949,0.7199431617481776
-64.0,0.8343880624897835,0.7158369227687068
-62.0,0.8319971578027198,0.7123246003730118
-60.0,0.829923791295314,0.7092903736706755
-58.0,0.8282643729855333,0.7068696674316511
-56.0,0.8269554064858604,0.7049650209874075
-54.0,0.8258102367933163,0.7033021941343183
-52.0,0.8250341720958416,0.7021771633712052
-50.0,0.8246190435902497,0.7015759776379931
-48.0,0.82425613363494,0.7010507621725618
-46.0,0.8237582771720593,0.7003307748611105
-44.0,0.8233935024845656,0.6998036337749907
-42.0,0.8230482886495084,0.6993050612969524
-40.0,0.8230317118965493,0.6992811278057206
-38.0,0.8234878961112287,0.6999400119976005
-36.0,0.8242089567683761,0.7009825100411246
-34.0,0.8249612111523814,0.7020714711566548
-32.0,0.8255272154798688,0.702891736922763
-30.0,0.8266204502809853,0.7044783169085683
-28.0,0.828180412092877,0.706747370192038
-26.0,0.8298280145545996,0.7091504709358973
-24.0,0.8316879974112339,0.7118714825905795
-22.0,0.8344297603172334,0.715898306175302
-20.0,0.836903850162424,0.7195482938184395
-18.0,0.839183065890239,0.7229245553122593
-16.0,0.841380149186352,0.7261917259535019
-14.0,0.8427591205040387,0.7282486606168839
-12.0,0.8433030060888135,0.7290612930853385
-10.0,0.8435159692594383,0.729379694693482
-8.0,0.8439240252253429,0.729990107605031
-6.0,0.8446417987763617,0.7310648748429731
-4.0,0.845585627624825,0.7324801629808684
-2.0,0.8454368778011343,0.7322569563723806
0.0,0.8445751905396232,0.7309650819546352
2.0,0.8434592738436273,0.7292949178251293
4.0,0.8422088797450934,0.7274273096512153
6.0,0.8411072393187511,0.7257852217700547
8.0,0.8401954496157479,0.7244284817966827
10.0,0.8397002469953563,0.7236925155080988
12.0,0.839391097861938,0.7232333788889782
14.0,0.8394877312713125,0.7233768688985516
16.0,0.840169017637537,0.7243891829188719
18.0,0.8411966003758661,0.7259183055975794
20.0,0.8419917571493397,0.7271034229226337
22.0,0.8415376513954713,0.7264264155060184
24.0,0.8403973323841817,0.7247286987637468
26.0,0.8392210335924577,0.7229809101294591
28.0,0.8382256431410785,0.7215046865101942
30.0,0.83710275684522,0.7198424123650646
32.0,0.835962034133631,0.7181570177665486
34.0,0.8348124324083392,0.7164618432496859
36.0,0.8337842054756917,0.7149484764230848
38.0,0.8323216301131684,0.7128004179728318
40.0,0.8304180296708609,0.7100126803743118
42.0,0.8285354933781361,0.7072647004623064
44.0,0.8270185548433115,0.7050568090894543
46.0,0.8258384521893375,0.7033431249125752
48.0,0.8249235743059514,0.7020169550407903
50.0,0.8245298377391863,0.7014468458759904
52.0,0.8245315321653885,0.7014492984948365
54.0,0.8250005860977611,0.702128508607411
56.0,0.8258312164302922,0.7033326281419271
58.0,0.8269709135369869,0.7049875600531943
60.0,0.8284133921026575,0.7070867714930771
62.0,0.8301307694107188,0.7095927884115468
64.0,0.8325046111551382,0.7130688644336585
66.0,0.8351341816983966,0.71693594968392
68.0,0.8379779998085316,0.7211378094996965
70.0,0.8410411302953417,0.7256867799887216
72.0,0.8442018501059471,0.7304059538279511
74.0,0.8474421252549008,0.7352707780009069
76.0,0.8492665584233805,0.7380219673287679
78.0,0.8509657660935747,0.7405921781812425
80.0,0.8520236687494607,0.7421961982624808
82.0,0.8518038231534952,0.7418626192372069
84.0,0.8519902412173288,0.742145469321414
86.0,0.8518477054120369,0.741929193041189
88.0,0.851670445109948,0.7416603025526868
90.0,0.8513232683924628,0.7411339021389093
92.0,0.8510780225213879,0.7407622442640855
94.0,0.8507056444559505,0.7401982271576076
96.0,0.8504608810852163,0.7398276988503788
98.0,0.8498445477423854,0.7388953780762804
