subject_id,best_angle_deg,dice_initial_angle_0,dice_rigid,iou_initial_angle_0,iou_rigid,contour_mean_distance_px,contour_p95_distance_px,target_px_per_cm,overlay_rgb_path,overlay_contours_path
SB012,-91.75,0.8827987430930839,0.9260444903563353,0.7901877460621562,0.8622745374839542,19.09511947631836,43.1968994140625,201.66772352568165,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB012\SB012_overlay_rgb_rigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB012\SB012_overlay_contours_rigid.png
SB013,61.0,0.8761829951870571,0.9217635442833922,0.7796491701359297,0.8548807076558899,15.588562965393066,40.0,201.5472415979708,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB013\SB013_overlay_rgb_rigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB013\SB013_overlay_contours_rigid.png
SB017,-120.0,0.6085225061616293,0.608630797966172,0.43732112725950645,0.43743299555323534,75.26986694335938,115.05427551269531,193.93997040794756,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB017\SB017_overlay_rgb_rigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB017\SB017_overlay_contours_rigid.png
SB018,118.5,0.782963252408216,0.8385216845033766,0.6433357529733653,0.7219434692113409,32.47267150878906,93.72411346435547,195.71549355316,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB018\SB018_overlay_rgb_rigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB018\SB018_overlay_contours_rigid.png
SB019,80.0,0.8445751905396232,0.8520236687494607,0.7309650819546352,0.7421961982624808,32.28019714355469,77.97552490234375,196.12132741492283,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB019\SB019_overlay_rgb_rigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB019\SB019_overlay_contours_rigid.png
SB020,135.0,0.8496491029252018,0.8700521581541317,0.7385999394495677,0.7699932031666398,26.580156326293945,65.71318817138672,194.12597759458887,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB020\SB020_overlay_rgb_rigid.png,Registration\DeepLearning\Tecnicas_registration\00_baseline_clasico\outputs\outputs_registro_rigido_mascaras\SB020\SB020_overlay_contours_rigid.png
